t, Precipitation, Flow
02/01/12,0,2480.823
02/01/12,0,2480.829
02/02/12,0,2480.835
02/02/12,0,2480.841
02/02/12,0,2480.847
02/02/12,0,2480.853
02/02/12,0,2480.859
02/02/12,0,2480.865
02/02/12,0,2480.872
02/02/12,0,2480.878
02/02/12,0,2480.884
02/02/12,0,2480.89
02/03/12,0,2480.896
02/03/12,0,2480.902
02/03/12,0,2480.908
02/03/12,0,2480.914
02/03/12,0,2480.92
02/03/12,0,2480.926
02/03/12,0,2480.932
02/03/12,0.0001714139,2480.938
02/03/12,0.0001666667,2480.944
02/03/12,0,2480.95
02/04/12,0,2480.956
02/04/12,0,2480.962
02/04/12,0,2480.969
02/04/12,0,2480.975
02/04/12,0,2480.981
02/04/12,0,2480.987
02/04/12,0,2480.993
02/04/12,0,2480.999
02/04/12,0,2481.005
02/04/12,0,2481.011
02/05/12,0,2481.017
02/05/12,0,2481.023
02/05/12,0,2481.029
02/05/12,0,2481.035
02/05/12,0,2481.041
02/05/12,0,2481.047
02/05/12,0,2481.053
02/05/12,0,2481.059
02/05/12,0,2481.065
02/05/12,0,2481.072
02/06/12,0,2481.078
02/06/12,0,2481.084
02/06/12,0,2481.09
02/06/12,0,2481.096
02/06/12,0,2481.102
02/06/12,0,2481.108
02/06/12,0,2481.114
02/06/12,0,2481.12
02/06/12,0,2481.126
02/06/12,0,2481.132
02/07/12,0,2481.138
02/07/12,0,2481.144
02/07/12,0,2481.15
02/07/12,0,2481.156
02/07/12,0,2481.162
02/07/12,0,2481.168
02/07/12,0,2481.175
02/07/12,0.0002902353,2481.181
02/07/12,7.546862E-05,2481.187
02/07/12,0,2481.193
02/08/12,0,2481.199
02/08/12,0,2481.205
02/08/12,0,2481.211
02/08/12,0,2481.217
02/08/12,0,2481.223
02/08/12,0,2481.229
02/08/12,0,2481.235
02/08/12,0,2481.241
02/08/12,0,2481.247
02/08/12,0,2481.253
02/09/12,0,2481.259
02/09/12,0,2481.265
02/09/12,0,2481.271
02/09/12,0,2481.278
02/09/12,0,2481.284
02/09/12,0,2481.29
02/09/12,0,2481.296
02/09/12,0,2481.302
02/09/12,0,2481.308
02/09/12,0,2481.314
02/10/12,0,2481.32
02/10/12,0.0001864928,2481.326
02/10/12,0.0002825924,2481.332
02/10/12,0,2481.338
02/10/12,0,2481.344
02/10/12,0,2481.35
02/10/12,0,2481.356
02/10/12,0,2481.362
02/10/12,0,2481.368
02/10/12,0,2481.374
02/11/12,0,2481.381
02/11/12,0,2481.387
02/11/12,0,2481.393
02/11/12,0,2481.399
02/11/12,0,2481.405
02/11/12,0,2481.411
02/11/12,0,2481.417
02/11/12,0,2481.423
02/11/12,0,2481.429
02/11/12,0,2481.435
02/12/12,0,2481.441
02/12/12,0,2481.447
02/12/12,0,2481.453
02/12/12,0,2481.459
02/12/12,0,2481.465
02/12/12,0,2481.471
02/12/12,0,2481.478
02/12/12,0,2481.484
02/12/12,0,2481.49
02/12/12,0,2481.496
02/13/12,0,2481.502
02/13/12,0,2481.508
02/13/12,0,2481.514
02/13/12,0,2481.52
02/13/12,0,2481.526
02/13/12,0,2481.532
02/13/12,0,2481.538
02/13/12,0,2481.544
02/13/12,0,2481.55
02/13/12,0,2481.556
02/14/12,0,2481.562
02/14/12,0,2481.568
02/14/12,0,2481.574
02/14/12,0,2481.581
02/14/12,0,2481.587
02/14/12,0,2481.593
02/14/12,0,2481.599
02/14/12,0,2481.605
02/14/12,0,2481.611
02/14/12,0,2481.617
02/15/12,0,2481.623
02/15/12,0,2481.629
02/15/12,0,2481.635
02/15/12,0,2481.641
02/15/12,0,2481.647
02/15/12,4.002879E-05,2481.653
02/15/12,0.0001,2481.659
02/15/12,2.668587E-05,2481.665
02/15/12,0,2481.671
02/15/12,0,2481.677
02/16/12,0,2481.684
02/16/12,0,2481.69
02/16/12,0,2481.696
02/16/12,0,2481.702
02/16/12,0,2481.708
02/16/12,0,2481.714
02/16/12,0,2481.72
02/16/12,0,2481.726
02/16/12,0,2481.732
02/16/12,0,2481.738
02/17/12,0,2481.744
02/17/12,0,2481.75
02/17/12,0,2481.756
02/17/12,0,2481.762
02/17/12,0,2481.768
02/17/12,0,2481.774
02/17/12,0,2481.78
02/17/12,0,2481.787
02/17/12,0,2481.793
02/17/12,0,2481.799
02/18/12,0,2481.805
02/18/12,0,2481.811
02/18/12,0,2481.817
02/18/12,0,2481.823
02/18/12,0,2481.829
02/18/12,0,2481.835
02/18/12,0,2481.841
02/18/12,0,2481.847
02/18/12,0,2481.853
02/18/12,0.00058726,2481.859
02/19/12,0,2481.865
02/19/12,0,2481.871
02/19/12,0,2481.877
02/19/12,0,2481.883
02/19/12,0,2481.89
02/19/12,0,2481.896
02/19/12,0,2481.902
02/19/12,0,2481.908
02/19/12,0,2481.914
02/19/12,0,2481.92
02/20/12,0,2481.926
02/20/12,0,2481.932
02/20/12,0,2481.938
02/20/12,0,2481.944
02/20/12,0,2481.95
02/20/12,0,2481.956
02/20/12,0,2481.962
02/20/12,0,2481.968
02/20/12,0,2481.974
02/20/12,0,2481.98
02/21/12,0,2481.987
02/21/12,0,2481.993
02/21/12,0,2481.999
02/21/12,0,2482.005
02/21/12,0,2482.011
02/21/12,0,2482.017
02/21/12,0,2482.023
02/21/12,0,2482.029
02/21/12,0,2482.035
02/21/12,0,2482.041
02/22/12,0,2482.047
02/22/12,0,2482.053
02/22/12,0,2482.059
02/22/12,0,2482.065
02/22/12,0,2482.071
02/22/12,0,2482.077
02/22/12,0,2482.083
02/22/12,0,2482.09
02/22/12,0,2482.096
02/22/12,0,2482.102
02/23/12,0,2482.108
02/23/12,0,2482.114
02/23/12,0,2482.12
02/23/12,0,2482.126
02/23/12,0,2482.132
02/23/12,0,2482.138
02/23/12,0.000833173,2482.144
02/23/12,0.0001144033,2482.15
02/23/12,0,2482.156
02/23/12,0,2482.162
02/24/12,0,2482.168
02/24/12,0,2482.174
02/24/12,0,2482.18
02/24/12,0,2482.186
02/24/12,0,2482.193
02/24/12,0,2482.199
02/24/12,0,2482.205
02/24/12,0,2482.211
02/24/12,0,2482.217
02/24/12,0,2482.223
02/25/12,0,2482.229
02/25/12,0,2482.235
02/25/12,0,2482.241
02/25/12,0,2482.247
02/25/12,0,2482.253
02/25/12,0,2482.259
02/25/12,0,2482.265
02/25/12,0,2482.271
02/25/12,0,2482.277
02/25/12,0,2482.283
02/26/12,0,2482.289
02/26/12,0,2482.296
02/26/12,0,2482.302
02/26/12,0,2482.308
02/26/12,0,2482.314
02/26/12,0,2482.32
02/26/12,0,2482.326
02/26/12,0,2482.332
02/26/12,0,2482.338
02/26/12,0,2482.344
02/27/12,0,2482.35
02/27/12,0,2482.356
02/27/12,0,2482.362
02/27/12,0,2482.368
02/27/12,0,2482.374
02/27/12,0,2482.38
02/27/12,0,2482.386
02/27/12,0,2482.392
02/27/12,0,2482.399
02/27/12,0,2482.405
02/28/12,0,2482.411
02/28/12,0,2482.417
02/28/12,0,2482.423
02/28/12,0,2482.429
02/28/12,0.001713244,2482.435
02/28/12,0.0001000006,2482.441
02/28/12,0,2482.447
02/28/12,0,2482.453
02/28/12,0,2482.459
02/28/12,0.001141236,2482.465
02/29/12,0.0001,2482.471
02/29/12,0,2482.477
02/29/12,0,2482.483
02/29/12,0,2482.489
02/29/12,0,2482.496
02/29/12,0,2482.502
02/29/12,0,2482.508
02/29/12,0,2482.514
02/29/12,0,2482.52
02/29/12,0,2482.526
03/01/12,0,2482.532
03/01/12,0,2482.538
03/01/12,0,2482.544
03/01/12,0,2482.55
03/01/12,0,2482.556
03/01/12,0,2482.562
03/01/12,0,2482.568
03/01/12,0.001028395,2482.574
03/01/12,6.666667E-05,2482.58
03/01/12,0,2482.586
03/02/12,0.0006808088,2482.592
03/02/12,0,2482.599
03/02/12,0,2482.605
03/02/12,3.997695E-05,2482.611
03/02/12,0,2482.617
03/02/12,0,2482.623
03/02/12,0,2482.629
03/02/12,0,2482.635
03/02/12,0,2482.641
03/02/12,0,2482.647
03/03/12,0,2482.653
03/03/12,0,2482.659
03/03/12,0,2482.665
03/03/12,0,2482.671
03/03/12,0,2482.677
03/03/12,0,2482.683
03/03/12,0,2482.689
03/03/12,0,2482.695
03/03/12,0,2482.702
03/03/12,0,2482.708
03/04/12,0,2482.714
03/04/12,0,2482.72
03/04/12,0,2482.726
03/04/12,0,2482.732
03/04/12,0,2482.738
03/04/12,0,2482.744
03/04/12,0,2482.75
03/04/12,0,2482.756
03/04/12,0,2482.762
03/04/12,0,2482.768
03/05/12,0,2482.774
03/05/12,0,2482.78
03/05/12,0,2482.786
03/05/12,0,2482.792
03/05/12,0,2482.798
03/05/12,0,2482.805
03/05/12,0,2482.811
03/05/12,0,2482.817
03/05/12,0,2482.823
03/05/12,0,2482.829
03/06/12,0,2482.835
03/06/12,0,2482.841
03/06/12,0,2482.847
03/06/12,0,2482.853
03/06/12,0,2482.859
03/06/12,0,2482.865
03/06/12,0,2482.871
03/06/12,0,2482.877
03/06/12,0,2482.883
03/06/12,0,2482.889
03/07/12,0,2482.895
03/07/12,0,2482.901
03/07/12,0,2482.908
03/07/12,0,2482.914
03/07/12,0,2482.92
03/07/12,0,2482.926
03/07/12,0,2482.932
03/07/12,0,2482.938
03/07/12,0,2482.944
03/07/12,0,2482.95
03/08/12,0,2482.956
03/08/12,0,2482.962
03/08/12,0,2482.968
03/08/12,0,2482.974
03/08/12,0,2482.98
03/08/12,0,2482.986
03/08/12,0,2482.992
03/08/12,0,2482.998
03/08/12,0,2483.005
03/08/12,0,2483.011
03/09/12,0,2483.017
03/09/12,0,2483.023
03/09/12,0,2483.029
03/09/12,0,2483.035
03/09/12,0,2483.041
03/09/12,0,2483.047
03/09/12,0,2483.053
03/09/12,0,2483.059
03/09/12,0,2483.065
03/09/12,0,2483.071
03/10/12,0,2483.077
03/10/12,0,2483.083
03/10/12,0,2483.089
03/10/12,0,2483.095
03/10/12,0,2483.101
03/10/12,0,2483.108
03/10/12,0,2483.114
03/10/12,0,2483.12
03/10/12,0,2483.126
03/10/12,0,2483.132
03/11/12,0,2483.138
03/11/12,0,2483.144
03/11/12,0,2483.15
03/11/12,0,2483.156
03/11/12,0,2483.162
03/11/12,0,2483.168
03/11/12,0,2483.174
03/11/12,0,2483.18
03/11/12,0,2483.186
03/11/12,0,2483.192
03/12/12,0,2483.198
03/12/12,4.666347E-05,2483.204
03/12/12,0,2483.211
03/12/12,0,2483.217
03/12/12,0,2483.223
03/12/12,0,2483.229
03/12/12,0,2483.235
03/12/12,0,2483.241
03/12/12,0,2483.247
03/12/12,0,2483.253
03/13/12,0,2483.259
03/13/12,0,2483.265
03/13/12,0,2483.271
03/13/12,0,2483.277
03/13/12,0,2483.283
03/13/12,0,2483.289
03/13/12,0,2483.295
03/13/12,0,2483.301
03/13/12,0,2483.307
03/13/12,0,2483.314
03/14/12,0,2483.32
03/14/12,0,2483.326
03/14/12,0,2483.332
03/14/12,0,2483.338
03/14/12,0,2483.344
03/14/12,0,2483.35
03/14/12,0,2483.356
03/14/12,0,2483.362
03/14/12,0,2483.368
03/14/12,0,2483.374
03/15/12,0,2483.38
03/15/12,0,2483.386
03/15/12,0,2483.392
03/15/12,0,2483.398
03/15/12,0,2483.404
03/15/12,0,2483.41
03/15/12,0,2483.417
03/15/12,0.0001866571,2483.423
03/15/12,0,2483.429
03/15/12,0,2483.435
03/16/12,0,2483.441
03/16/12,0,2483.447
03/16/12,0,2483.453
03/16/12,0,2483.459
03/16/12,0,2483.465
03/16/12,0,2483.471
03/16/12,0,2483.477
03/16/12,0,2483.483
03/16/12,0,2483.489
03/16/12,0,2483.495
03/17/12,0,2483.501
03/17/12,0,2483.507
03/17/12,0,2483.514
03/17/12,0,2483.52
03/17/12,0,2483.526
03/17/12,0,2483.532
03/17/12,0,2483.538
03/17/12,0,2483.544
03/17/12,0,2483.55
03/17/12,0,2483.556
03/18/12,0,2483.562
03/18/12,0,2483.568
03/18/12,0,2483.574
03/18/12,0,2483.58
03/18/12,0,2483.586
03/18/12,0,2483.592
03/18/12,0,2483.598
03/18/12,0,2483.604
03/18/12,0,2483.61
03/18/12,2.666187E-05,2483.617
03/19/12,0,2483.623
03/19/12,0,2483.629
03/19/12,0,2483.635
03/19/12,0.0003903391,2483.641
03/19/12,0,2483.647
03/19/12,0,2483.653
03/19/12,0,2483.659
03/19/12,0,2483.665
03/19/12,0,2483.671
03/19/12,0,2483.677
03/20/12,0,2483.683
03/20/12,0,2483.689
03/20/12,0,2483.695
03/20/12,0,2483.701
03/20/12,0,2483.707
03/20/12,0,2483.713
03/20/12,0,2483.72
03/20/12,0,2483.726
03/20/12,0,2483.732
03/20/12,0,2483.738
03/21/12,0,2483.744
03/21/12,0,2483.75
03/21/12,0,2483.756
03/21/12,0,2483.762
03/21/12,0,2483.768
03/21/12,0,2483.774
03/21/12,0,2483.78
03/21/12,0,2483.786
03/21/12,0,2483.792
03/21/12,0,2483.798
03/22/12,0,2483.804
03/22/12,0,2483.81
03/22/12,0,2483.816
03/22/12,0,2483.823
03/22/12,0,2483.829
03/22/12,0,2483.835
03/22/12,0,2483.841
03/22/12,0,2483.847
03/22/12,0,2483.853
03/22/12,0,2483.859
03/23/12,0,2483.865
03/23/12,0,2483.871
03/23/12,0,2483.877
03/23/12,0,2483.883
03/23/12,0,2483.889
03/23/12,0,2483.895
03/23/12,0,2483.901
03/23/12,0,2483.907
03/23/12,0,2483.913
03/23/12,0,2483.919
03/24/12,0,2483.926
03/24/12,0.0001,2483.932
03/24/12,0,2483.938
03/24/12,0,2483.944
03/24/12,0,2483.95
03/24/12,0,2483.956
03/24/12,0,2483.962
03/24/12,0,2483.968
03/24/12,0,2483.974
03/24/12,0,2483.98
03/25/12,0,2483.986
03/25/12,0,2483.992
03/25/12,0,2483.998
03/25/12,0,2484.004
03/25/12,0,2484.01
03/25/12,0,2484.016
03/25/12,0,2484.023
03/25/12,0,2484.029
03/25/12,0,2484.035
03/25/12,0,2484.041
03/26/12,0,2484.047
03/26/12,0,2484.053
03/26/12,0,2484.059
03/26/12,0,2484.065
03/26/12,0,2484.071
03/26/12,0,2484.077
03/26/12,0,2484.083
03/26/12,0,2484.089
03/26/12,0,2484.095
03/26/12,0,2484.101
03/27/12,0,2484.107
03/27/12,0,2484.113
03/27/12,0,2484.119
03/27/12,0,2484.126
03/27/12,0,2484.132
03/27/12,0,2484.138
03/27/12,0,2484.144
03/27/12,0,2484.15
03/27/12,0,2484.156
03/27/12,0,2484.162
03/28/12,0,2484.168
03/28/12,0,2484.174
03/28/12,0,2484.18
03/28/12,0,2484.186
03/28/12,0,2484.192
03/28/12,0,2484.198
03/28/12,0,2484.204
03/28/12,0,2484.21
03/28/12,0,2484.216
03/28/12,0,2484.222
03/29/12,0,2484.229
03/29/12,0,2484.235
03/29/12,0,2484.241
03/29/12,0,2484.247
03/29/12,0,2484.253
03/29/12,0,2484.259
03/29/12,0,2484.265
03/29/12,0,2484.271
03/29/12,0,2484.277
03/29/12,0,2484.283
03/30/12,0,2484.289
03/30/12,0,2484.295
03/30/12,0,2484.301
03/30/12,0,2484.307
03/30/12,0,2484.313
03/30/12,0,2484.319
03/30/12,0,2484.325
03/30/12,0,2484.332
03/30/12,0,2484.338
03/30/12,0,2484.344
03/31/12,0,2484.35
03/31/12,0,2484.356
03/31/12,0,2484.362
03/31/12,0,2484.368
03/31/12,0,2484.374
03/31/12,0,2484.38
03/31/12,0,2484.386
03/31/12,0,2484.392
03/31/12,0,2484.398
03/31/12,0,2484.404
04/01/12,0.0004266859,2484.41
04/01/12,9.332694E-05,2484.416
04/01/12,0,2484.422
04/01/12,0,2484.428
04/01/12,0,2484.435
04/01/12,0,2484.441
04/01/12,0,2484.447
04/01/12,0,2484.453
04/01/12,0,2484.459
04/01/12,0,2484.465
04/02/12,0,2484.471
04/02/12,0,2484.477
04/02/12,0,2484.483
04/02/12,0,2484.489
04/02/12,0,2484.495
04/02/12,0,2484.501
04/02/12,0,2484.507
04/02/12,0,2484.513
04/02/12,0,2484.519
04/02/12,0,2484.525
04/03/12,0,2484.532
04/03/12,0,2484.538
04/03/12,0,2484.544
04/03/12,0,2484.55
04/03/12,0,2484.556
04/03/12,0,2484.562
04/03/12,0,2484.568
04/03/12,0,2484.574
04/03/12,0,2484.58
04/03/12,0,2484.586
04/04/12,0,2484.592
04/04/12,0,2484.598
04/04/12,0,2484.604
04/04/12,0,2484.61
04/04/12,0,2484.616
04/04/12,0,2484.622
04/04/12,0,2484.628
04/04/12,0,2484.635
04/04/12,0,2484.641
04/04/12,0,2484.647
04/05/12,0,2484.653
04/05/12,0,2484.659
04/05/12,0,2484.665
04/05/12,0,2484.671
04/05/12,0,2484.677
04/05/12,0,2484.683
04/05/12,0,2484.689
04/05/12,0,2484.695
04/05/12,0,2484.701
04/05/12,0,2484.707
04/06/12,0,2484.713
04/06/12,0,2484.719
04/06/12,0,2484.725
04/06/12,0,2484.731
04/06/12,0,2484.738
04/06/12,0,2484.744
04/06/12,0,2484.75
04/06/12,0,2484.756
04/06/12,0,2484.762
04/06/12,0,2484.768
04/07/12,0,2484.774
04/07/12,0,2484.78
04/07/12,0,2484.786
04/07/12,0,2484.792
04/07/12,0,2484.798
04/07/12,0,2484.804
04/07/12,0,2484.81
04/07/12,0,2484.816
04/07/12,0,2484.822
04/07/12,0,2484.828
04/08/12,0,2484.834
04/08/12,0,2484.841
04/08/12,0,2484.847
04/08/12,0,2484.853
04/08/12,0,2484.859
04/08/12,0,2484.865
04/08/12,0,2484.871
04/08/12,0,2484.877
04/08/12,0,2484.883
04/08/12,0,2484.889
04/09/12,0,2484.895
04/09/12,0,2484.901
04/09/12,0,2484.907
04/09/12,0,2484.913
04/09/12,0,2484.919
04/09/12,0,2484.925
04/09/12,0,2484.931
04/09/12,0,2484.937
04/09/12,0,2484.944
04/09/12,0,2484.95
04/10/12,0,2484.956
04/10/12,0,2484.962
04/10/12,0,2484.968
04/10/12,0,2484.974
04/10/12,0,2484.98
04/10/12,0,2484.986
04/10/12,5.333653E-05,2484.992
04/10/12,0,2484.998
04/10/12,0,2485.004
04/10/12,0,2485.01
04/11/12,0,2485.016
04/11/12,0,2485.022
04/11/12,0,2485.028
04/11/12,0,2485.034
04/11/12,0,2485.041
04/11/12,0,2485.047
04/11/12,0,2485.053
04/11/12,0,2485.059
04/11/12,0,2485.065
04/11/12,0,2485.071
04/12/12,0,2485.077
04/12/12,0,2485.083
04/12/12,0,2485.089
04/12/12,0,2485.095
04/12/12,0,2485.101
04/12/12,0,2485.107
04/12/12,0,2485.113
04/12/12,0,2485.119
04/12/12,0,2485.125
04/12/12,0,2485.131
04/13/12,0,2485.137
04/13/12,0,2485.144
04/13/12,0,2485.15
04/13/12,0,2485.156
04/13/12,0,2485.162
04/13/12,0,2485.168
04/13/12,0,2485.174
04/13/12,0,2485.18
04/13/12,0,2485.186
04/13/12,0,2485.192
04/14/12,0,2485.198
04/14/12,0,2485.204
04/14/12,0,2485.21
04/14/12,0,2485.216
