t, Precipitation,t, Flow,,,,, 
40916.6,0.0001,40916.6,2479.357,,,,,
40916.7,0.00075552,40916.7,2479.363,,,,,
40916.8,6.666667E-05,40916.8,2479.369,,,,,
40916.9,0,40916.9,2479.375,,,,,
40917,0,40917,2479.381,,,,,
40917.1,0,40917.1,2479.387,,,,,
40917.2,0,40917.2,2479.393,,,,,
40917.3,0,40917.3,2479.399,,,,,
40917.4,0,40917.4,2479.405,,,,,
40917.5,0,40917.5,2479.411,,,,,
40917.6,0,40917.6,2479.417,,,,,
40917.7,0,40917.7,2479.423,,,,,
40917.8,0,40917.8,2479.429,,,,,
40917.9,0,40917.9,2479.435,,,,,
40918,0,40918,2479.441,,,,,
40918.1,0,40918.1,2479.448,,,,,
40918.2,0,40918.2,2479.454,,,,,
40918.3,0,40918.3,2479.46,,,,,
40918.4,0,40918.4,2479.466,,,,,
40918.5,1.112E-05,40918.5,2479.472,,,,,
40918.6,4.666347E-05,40918.6,2479.478,,,,,
40918.7,9.332853E-05,40918.7,2479.484,,,,,
40918.8,0.0006666667,40918.8,2479.49,,,,,
40918.9,0.0005179468,40918.9,2479.496,,,,,
40919,0.001319942,40919,2479.502,,,,,
40919.1,0.0001,40919.1,2479.508,,,,,
40919.2,0.0002801153,40919.2,2479.514,,,,,
40919.3,0,40919.3,2479.52,,,,,
40919.4,0,40919.4,2479.526,,,,,
40919.5,0,40919.5,2479.532,,,,,
40919.6,0,40919.6,2479.538,,,,,
40919.7,0,40919.7,2479.545,,,,,
40919.8,0,40919.8,2479.551,,,,,
40919.9,0,40919.9,2479.557,,,,,
40920,1.334293E-05,40920,2479.563,,,,,
40920.1,5.333653E-05,40920.1,2479.569,,,,,
40920.2,0,40920.2,2479.575,,,,,
40920.3,0,40920.3,2479.581,,,,,
40920.4,0,40920.4,2479.587,,,,,
40920.5,0,40920.5,2479.593,,,,,
40920.6,0,40920.6,2479.599,,,,,
40920.7,0,40920.7,2479.605,,,,,
40920.8,0,40920.8,2479.611,,,,,
40920.9,0,40920.9,2479.617,,,,,
40921,0,40921,2479.623,,,,,
40921.1,0,40921.1,2479.629,,,,,
40921.2,0,40921.2,2479.635,,,,,
40921.3,0,40921.3,2479.641,,,,,
40921.4,0,40921.4,2479.648,,,,,
40921.5,0,40921.5,2479.654,,,,,
40921.6,0,40921.6,2479.66,,,,,
40921.7,0,40921.7,2479.666,,,,,
40921.8,0,40921.8,2479.672,,,,,
40921.9,0,40921.9,2479.678,,,,,
40922,0,40922,2479.684,,,,,
40922.1,0,40922.1,2479.69,,,,,
40922.2,0,40922.2,2479.696,,,,,
40922.3,0,40922.3,2479.702,,,,,
40922.4,0,40922.4,2479.708,,,,,
40922.5,0,40922.5,2479.714,,,,,
40922.6,0,40922.6,2479.72,,,,,
40922.7,0,40922.7,2479.726,,,,,
40922.8,0,40922.8,2479.732,,,,,
40922.9,0,40922.9,2479.738,,,,,
40923,0,40923,2479.744,,,,,
40923.1,0,40923.1,2479.751,,,,,
40923.2,0,40923.2,2479.757,,,,,
40923.3,0,40923.3,2479.763,,,,,
40923.4,0,40923.4,2479.769,,,,,
40923.5,0,40923.5,2479.775,,,,,
40923.6,0,40923.6,2479.781,,,,,
40923.7,0,40923.7,2479.787,,,,,
40923.8,0,40923.8,2479.793,,,,,
40923.9,0.0002200144,40923.9,2479.799,,,,,
40924,2.668586E-05,40924,2479.805,,,,,
40924.1,0.0001399904,40924.1,2479.811,,,,,
40924.2,0.0001866571,40924.2,2479.817,,,,,
40924.3,0.0001,40924.3,2479.823,,,,,
40924.4,0.0005866331,40924.4,2479.829,,,,,
40924.5,0,40924.5,2479.835,,,,,
40924.6,0,40924.6,2479.841,,,,,
40924.7,0,40924.7,2479.847,,,,,
40924.8,0,40924.8,2479.854,,,,,
40924.9,0,40924.9,2479.86,,,,,
40925,0,40925,2479.866,,,,,
40925.1,0,40925.1,2479.872,,,,,
40925.2,0,40925.2,2479.878,,,,,
40925.3,0,40925.3,2479.884,,,,,
40925.4,0,40925.4,2479.89,,,,,
40925.5,0,40925.5,2479.896,,,,,
40925.6,0,40925.6,2479.902,,,,,
40925.7,0,40925.7,2479.908,,,,,
40925.8,0,40925.8,2479.914,,,,,
40925.9,0,40925.9,2479.92,,,,,
40926,0,40926,2479.926,,,,,
40926.1,0,40926.1,2479.932,,,,,
40926.2,0,40926.2,2479.938,,,,,
40926.3,0,40926.3,2479.944,,,,,
40926.4,0,40926.4,2479.95,,,,,
40926.5,0,40926.5,2479.957,,,,,
40926.6,0,40926.6,2479.963,,,,,
40926.7,0,40926.7,2479.969,,,,,
40926.8,0,40926.8,2479.975,,,,,
40926.9,0,40926.9,2479.981,,,,,
40927,0,40927,2479.987,,,,,
40927.1,0,40927.1,2479.993,,,,,
40927.2,0,40927.2,2479.999,,,,,
40927.3,0,40927.3,2480.005,,,,,
40927.4,0,40927.4,2480.011,,,,,
40927.5,0,40927.5,2480.017,,,,,
40927.6,0,40927.6,2480.023,,,,,
40927.7,0,40927.7,2480.029,,,,,
40927.8,0,40927.8,2480.035,,,,,
40927.9,0,40927.9,2480.041,,,,,
40928,0.0004692137,40928,2480.047,,,,,
40928.1,0.0004799808,40928.1,2480.054,,,,,
40928.2,0.0001200144,40928.2,2480.06,,,,,
40928.3,4.000576E-05,40928.3,2480.066,,,,,
40928.4,0,40928.4,2480.072,,,,,
40928.5,0,40928.5,2480.078,,,,,
40928.6,0,40928.6,2480.084,,,,,
40928.7,0,40928.7,2480.09,,,,,
40928.8,0,40928.8,2480.096,,,,,
40928.9,0,40928.9,2480.102,,,,,
40929,0,40929,2480.108,,,,,
40929.1,0,40929.1,2480.114,,,,,
40929.2,0,40929.2,2480.12,,,,,
40929.3,0,40929.3,2480.126,,,,,
40929.4,0,40929.4,2480.132,,,,,
40929.5,0,40929.5,2480.138,,,,,
40929.6,0,40929.6,2480.144,,,,,
40929.7,0,40929.7,2480.15,,,,,
40929.8,0,40929.8,2480.157,,,,,
40929.9,0,40929.9,2480.163,,,,,
40930,0,40930,2480.169,,,,,
40930.1,0,40930.1,2480.175,,,,,
40930.2,0,40930.2,2480.181,,,,,
40930.3,0,40930.3,2480.187,,,,,
40930.4,0,40930.4,2480.193,,,,,
40930.5,0,40930.5,2480.199,,,,,
40930.6,0,40930.6,2480.205,,,,,
40930.7,0,40930.7,2480.211,,,,,
40930.8,0,40930.8,2480.217,,,,,
40930.9,0,40930.9,2480.223,,,,,
40931,0,40931,2480.229,,,,,
40931.1,0,40931.1,2480.235,,,,,
40931.2,0,40931.2,2480.241,,,,,
40931.3,0,40931.3,2480.247,,,,,
40931.4,0,40931.4,2480.253,,,,,
40931.5,0,40931.5,2480.26,,,,,
40931.6,0,40931.6,2480.266,,,,,
40931.7,0,40931.7,2480.272,,,,,
40931.8,0,40931.8,2480.278,,,,,
40931.9,0,40931.9,2480.284,,,,,
40932,0,40932,2480.29,,,,,
40932.1,0,40932.1,2480.296,,,,,
40932.2,0,40932.2,2480.302,,,,,
40932.3,0,40932.3,2480.308,,,,,
40932.4,0,40932.4,2480.314,,,,,
40932.5,0,40932.5,2480.32,,,,,
40932.6,0,40932.6,2480.326,,,,,
40932.7,0,40932.7,2480.332,,,,,
40932.8,0,40932.8,2480.338,,,,,
40932.9,0,40932.9,2480.344,,,,,
40933,0,40933,2480.35,,,,,
40933.1,0,40933.1,2480.356,,,,,
40933.2,0,40933.2,2480.363,,,,,
40933.3,0,40933.3,2480.369,,,,,
40933.4,0,40933.4,2480.375,,,,,
40933.5,0,40933.5,2480.381,,,,,
40933.6,0,40933.6,2480.387,,,,,
40933.7,0,40933.7,2480.393,,,,,
40933.8,0,40933.8,2480.399,,,,,
40933.9,0,40933.9,2480.405,,,,,
40934,0,40934,2480.411,,,,,
40934.1,0,40934.1,2480.417,,,,,
40934.2,0,40934.2,2480.423,,,,,
40934.3,0,40934.3,2480.429,,,,,
40934.4,0.003442099,40934.4,2480.435,,,,,
40934.5,0,40934.5,2480.441,,,,,
40934.6,0,40934.6,2480.447,,,,,
40934.7,0,40934.7,2480.453,,,,,
40934.8,0,40934.8,2480.459,,,,,
40934.9,0,40934.9,2480.466,,,,,
40935,0,40935,2480.472,,,,,
40935.1,0,40935.1,2480.478,,,,,
40935.2,0,40935.2,2480.484,,,,,
40935.3,0,40935.3,2480.49,,,,,
40935.4,0,40935.4,2480.496,,,,,
40935.5,0,40935.5,2480.502,,,,,
40935.6,0,40935.6,2480.508,,,,,
40935.7,0,40935.7,2480.514,,,,,
40935.8,0,40935.8,2480.52,,,,,
40935.9,0,40935.9,2480.526,,,,,
40936,0,40936,2480.532,,,,,
40936.1,0,40936.1,2480.538,,,,,
40936.2,0,40936.2,2480.544,,,,,
40936.3,0,40936.3,2480.55,,,,,
40936.4,0,40936.4,2480.556,,,,,
40936.5,0,40936.5,2480.563,,,,,
40936.6,0,40936.6,2480.569,,,,,
40936.7,0,40936.7,2480.575,,,,,
40936.8,0,40936.8,2480.581,,,,,
40936.9,0,40936.9,2480.587,,,,,
40937,0,40937,2480.593,,,,,
40937.1,0,40937.1,2480.599,,,,,
40937.2,0,40937.2,2480.605,,,,,
40937.3,0,40937.3,2480.611,,,,,
40937.4,0,40937.4,2480.617,,,,,
40937.5,0,40937.5,2480.623,,,,,
40937.6,0,40937.6,2480.629,,,,,
40937.7,0,40937.7,2480.635,,,,,
40937.8,0,40937.8,2480.641,,,,,
40937.9,0,40937.9,2480.647,,,,,
40938,0,40938,2480.653,,,,,
40938.1,0,40938.1,2480.659,,,,,
40938.2,0,40938.2,2480.666,,,,,
40938.3,0,40938.3,2480.672,,,,,
40938.4,0,40938.4,2480.678,,,,,
40938.5,0,40938.5,2480.684,,,,,
40938.6,0,40938.6,2480.69,,,,,
40938.7,0,40938.7,2480.696,,,,,
40938.8,0,40938.8,2480.702,,,,,
40938.9,0,40938.9,2480.708,,,,,
40939,0,40939,2480.714,,,,,
40939.1,0,40939.1,2480.72,,,,,
40939.2,0,40939.2,2480.726,,,,,
40939.3,6.666667E-05,40939.3,2480.732,,,,,
40939.4,0,40939.4,2480.738,,,,,
40939.5,0,40939.5,2480.744,,,,,
40939.6,0,40939.6,2480.75,,,,,
40939.7,0,40939.7,2480.756,,,,,
40939.8,0,40939.8,2480.762,,,,,
40939.9,0,40939.9,2480.769,,,,,
40940,0,40940,2480.775,,,,,
40940.1,0,40940.1,2480.781,,,,,
40940.2,0.0002133429,40940.2,2480.787,,,,,
40940.3,0,40940.3,2480.793,,,,,
40940.4,0,40940.4,2480.799,,,,,
40940.5,0,40940.5,2480.805,,,,,
40940.6,0,40940.6,2480.811,,,,,
40940.7,0,40940.7,2480.817,,,,,
40940.8,0,40940.8,2480.823,,,,,
40940.9,0,40940.9,2480.829,,,,,
40941,0,40941,2480.835,,,,,
40941.1,0,40941.1,2480.841,,,,,
40941.2,0,40941.2,2480.847,,,,,
40941.3,0,40941.3,2480.853,,,,,
40941.4,0,40941.4,2480.859,,,,,
40941.5,0,40941.5,2480.865,,,,,
40941.6,0,40941.6,2480.872,,,,,
40941.7,0,40941.7,2480.878,,,,,
40941.8,0,40941.8,2480.884,,,,,
40941.9,0,40941.9,2480.89,,,,,
40942,0,40942,2480.896,,,,,
40942.1,0,40942.1,2480.902,,,,,
40942.2,0,40942.2,2480.908,,,,,
40942.3,0,40942.3,2480.914,,,,,
40942.4,0,40942.4,2480.92,,,,,
40942.5,0,40942.5,2480.926,,,,,
40942.6,0,40942.6,2480.932,,,,,
40942.7,0.0001714139,40942.7,2480.938,,,,,
40942.8,0.0001666667,40942.8,2480.944,,,,,
40942.9,0,40942.9,2480.95,,,,,
40943,0,40943,2480.956,,,,,
40943.1,0,40943.1,2480.962,,,,,
40943.2,0,40943.2,2480.969,,,,,
40943.3,0,40943.3,2480.975,,,,,
40943.4,0,40943.4,2480.981,,,,,
40943.5,0,40943.5,2480.987,,,,,
40943.6,0,40943.6,2480.993,,,,,
40943.7,0,40943.7,2480.999,,,,,
40943.8,0,40943.8,2481.005,,,,,
40943.9,0,40943.9,2481.011,,,,,
40944,0,40944,2481.017,,,,,
40944.1,0,40944.1,2481.023,,,,,
40944.2,0,40944.2,2481.029,,,,,
40944.3,0,40944.3,2481.035,,,,,
40944.4,0,40944.4,2481.041,,,,,
40944.5,0,40944.5,2481.047,,,,,
40944.6,0,40944.6,2481.053,,,,,
40944.7,0,40944.7,2481.059,,,,,
40944.8,0,40944.8,2481.065,,,,,
40944.9,0,40944.9,2481.072,,,,,
40945,0,40945,2481.078,,,,,
40945.1,0,40945.1,2481.084,,,,,
40945.2,0,40945.2,2481.09,,,,,
40945.3,0,40945.3,2481.096,,,,,
40945.4,0,40945.4,2481.102,,,,,
40945.5,0,40945.5,2481.108,,,,,
40945.6,0,40945.6,2481.114,,,,,
40945.7,0,40945.7,2481.12,,,,,
40945.8,0,40945.8,2481.126,,,,,
40945.9,0,40945.9,2481.132,,,,,
40946,0,40946,2481.138,,,,,
40946.1,0,40946.1,2481.144,,,,,
40946.2,0,40946.2,2481.15,,,,,
40946.3,0,40946.3,2481.156,,,,,
40946.4,0,40946.4,2481.162,,,,,
40946.5,0,40946.5,2481.168,,,,,
40946.6,0,40946.6,2481.175,,,,,
40946.7,0.0002902353,40946.7,2481.181,,,,,
40946.8,7.546862E-05,40946.8,2481.187,,,,,
40946.9,0,40946.9,2481.193,,,,,
40947,0,40947,2481.199,,,,,
40947.1,0,40947.1,2481.205,,,,,
40947.2,0,40947.2,2481.211,,,,,
40947.3,0,40947.3,2481.217,,,,,
40947.4,0,40947.4,2481.223,,,,,
40947.5,0,40947.5,2481.229,,,,,
40947.6,0,40947.6,2481.235,,,,,
40947.7,0,40947.7,2481.241,,,,,
40947.8,0,40947.8,2481.247,,,,,
40947.9,0,40947.9,2481.253,,,,,
40948,0,40948,2481.259,,,,,
40948.1,0,40948.1,2481.265,,,,,
40948.2,0,40948.2,2481.271,,,,,
40948.3,0,40948.3,2481.278,,,,,
40948.4,0,40948.4,2481.284,,,,,
40948.5,0,40948.5,2481.29,,,,,
40948.6,0,40948.6,2481.296,,,,,
40948.7,0,40948.7,2481.302,,,,,
40948.8,0,40948.8,2481.308,,,,,
40948.9,0,40948.9,2481.314,,,,,
40949,0,40949,2481.32,,,,,
40949.1,0.0001864928,40949.1,2481.326,,,,,
40949.2,0.0002825924,40949.2,2481.332,,,,,
40949.3,0,40949.3,2481.338,,,,,
40949.4,0,40949.4,2481.344,,,,,
40949.5,0,40949.5,2481.35,,,,,
40949.6,0,40949.6,2481.356,,,,,
40949.7,0,40949.7,2481.362,,,,,
40949.8,0,40949.8,2481.368,,,,,
40949.9,0,40949.9,2481.374,,,,,
40950,0,40950,2481.381,,,,,
40950.1,0,40950.1,2481.387,,,,,
40950.2,0,40950.2,2481.393,,,,,
40950.3,0,40950.3,2481.399,,,,,
40950.4,0,40950.4,2481.405,,,,,
40950.5,0,40950.5,2481.411,,,,,
40950.6,0,40950.6,2481.417,,,,,
40950.7,0,40950.7,2481.423,,,,,
40950.8,0,40950.8,2481.429,,,,,
40950.9,0,40950.9,2481.435,,,,,
40951,0,40951,2481.441,,,,,
40951.1,0,40951.1,2481.447,,,,,
40951.2,0,40951.2,2481.453,,,,,
40951.3,0,40951.3,2481.459,,,,,
40951.4,0,40951.4,2481.465,,,,,
40951.5,0,40951.5,2481.471,,,,,
40951.6,0,40951.6,2481.478,,,,,
40951.7,0,40951.7,2481.484,,,,,
40951.8,0,40951.8,2481.49,,,,,
40951.9,0,40951.9,2481.496,,,,,
40952,0,40952,2481.502,,,,,
40952.1,0,40952.1,2481.508,,,,,
40952.2,0,40952.2,2481.514,,,,,
40952.3,0,40952.3,2481.52,,,,,
40952.4,0,40952.4,2481.526,,,,,
40952.5,0,40952.5,2481.532,,,,,
40952.6,0,40952.6,2481.538,,,,,
40952.7,0,40952.7,2481.544,,,,,
40952.8,0,40952.8,2481.55,,,,,
40952.9,0,40952.9,2481.556,,,,,
40953,0,40953,2481.562,,,,,
40953.1,0,40953.1,2481.568,,,,,
40953.2,0,40953.2,2481.574,,,,,
40953.3,0,40953.3,2481.581,,,,,
40953.4,0,40953.4,2481.587,,,,,
40953.5,0,40953.5,2481.593,,,,,
40953.6,0,40953.6,2481.599,,,,,
40953.7,0,40953.7,2481.605,,,,,
40953.8,0,40953.8,2481.611,,,,,
40953.9,0,40953.9,2481.617,,,,,
40954,0,40954,2481.623,,,,,
40954.1,0,40954.1,2481.629,,,,,
40954.2,0,40954.2,2481.635,,,,,
40954.3,0,40954.3,2481.641,,,,,
40954.4,0,40954.4,2481.647,,,,,
40954.5,4.002879E-05,40954.5,2481.653,,,,,
40954.6,0.0001,40954.6,2481.659,,,,,
40954.7,2.668587E-05,40954.7,2481.665,,,,,
40954.8,0,40954.8,2481.671,,,,,
40954.9,0,40954.9,2481.677,,,,,
40955,0,40955,2481.684,,,,,
40955.1,0,40955.1,2481.69,,,,,
40955.2,0,40955.2,2481.696,,,,,
40955.3,0,40955.3,2481.702,,,,,
40955.4,0,40955.4,2481.708,,,,,
40955.5,0,40955.5,2481.714,,,,,
40955.6,0,40955.6,2481.72,,,,,
40955.7,0,40955.7,2481.726,,,,,
40955.8,0,40955.8,2481.732,,,,,
40955.9,0,40955.9,2481.738,,,,,
40956,0,40956,2481.744,,,,,
40956.1,0,40956.1,2481.75,,,,,
40956.2,0,40956.2,2481.756,,,,,
40956.3,0,40956.3,2481.762,,,,,
40956.4,0,40956.4,2481.768,,,,,
40956.5,0,40956.5,2481.774,,,,,
40956.6,0,40956.6,2481.78,,,,,
40956.7,0,40956.7,2481.787,,,,,
40956.8,0,40956.8,2481.793,,,,,
40956.9,0,40956.9,2481.799,,,,,
40957,0,40957,2481.805,,,,,
40957.1,0,40957.1,2481.811,,,,,
40957.2,0,40957.2,2481.817,,,,,
40957.3,0,40957.3,2481.823,,,,,
40957.4,0,40957.4,2481.829,,,,,
40957.5,0,40957.5,2481.835,,,,,
40957.6,0,40957.6,2481.841,,,,,
40957.7,0,40957.7,2481.847,,,,,
40957.8,0,40957.8,2481.853,,,,,
40957.9,0.00058726,40957.9,2481.859,,,,,
40958,0,40958,2481.865,,,,,
40958.1,0,40958.1,2481.871,,,,,
40958.2,0,40958.2,2481.877,,,,,
40958.3,0,40958.3,2481.883,,,,,
40958.4,0,40958.4,2481.89,,,,,
40958.5,0,40958.5,2481.896,,,,,
40958.6,0,40958.6,2481.902,,,,,
40958.7,0,40958.7,2481.908,,,,,
40958.8,0,40958.8,2481.914,,,,,
40958.9,0,40958.9,2481.92,,,,,
40959,0,40959,2481.926,,,,,
40959.1,0,40959.1,2481.932,,,,,
40959.2,0,40959.2,2481.938,,,,,
40959.3,0,40959.3,2481.944,,,,,
40959.4,0,40959.4,2481.95,,,,,
40959.5,0,40959.5,2481.956,,,,,
40959.6,0,40959.6,2481.962,,,,,
40959.7,0,40959.7,2481.968,,,,,
40959.8,0,40959.8,2481.974,,,,,
40959.9,0,40959.9,2481.98,,,,,
40960,0,40960,2481.987,,,,,
40960.1,0,40960.1,2481.993,,,,,
40960.2,0,40960.2,2481.999,,,,,
40960.3,0,40960.3,2482.005,,,,,
40960.4,0,40960.4,2482.011,,,,,
40960.5,0,40960.5,2482.017,,,,,
40960.6,0,40960.6,2482.023,,,,,
40960.7,0,40960.7,2482.029,,,,,
40960.8,0,40960.8,2482.035,,,,,
40960.9,0,40960.9,2482.041,,,,,
40961,0,40961,2482.047,,,,,
40961.1,0,40961.1,2482.053,,,,,
40961.2,0,40961.2,2482.059,,,,,
40961.3,0,40961.3,2482.065,,,,,
40961.4,0,40961.4,2482.071,,,,,
40961.5,0,40961.5,2482.077,,,,,
40961.6,0,40961.6,2482.083,,,,,
40961.7,0,40961.7,2482.09,,,,,
40961.8,0,40961.8,2482.096,,,,,
40961.9,0,40961.9,2482.102,,,,,
40962,0,40962,2482.108,,,,,
40962.1,0,40962.1,2482.114,,,,,
40962.2,0,40962.2,2482.12,,,,,
40962.3,0,40962.3,2482.126,,,,,
40962.4,0,40962.4,2482.132,,,,,
40962.5,0,40962.5,2482.138,,,,,
40962.6,0.000833173,40962.6,2482.144,,,,,
40962.7,0.0001144033,40962.7,2482.15,,,,,
40962.8,0,40962.8,2482.156,,,,,
40962.9,0,40962.9,2482.162,,,,,
40963,0,40963,2482.168,,,,,
40963.1,0,40963.1,2482.174,,,,,
40963.2,0,40963.2,2482.18,,,,,
40963.3,0,40963.3,2482.186,,,,,
40963.4,0,40963.4,2482.193,,,,,
40963.5,0,40963.5,2482.199,,,,,
40963.6,0,40963.6,2482.205,,,,,
40963.7,0,40963.7,2482.211,,,,,
40963.8,0,40963.8,2482.217,,,,,
40963.9,0,40963.9,2482.223,,,,,
40964,0,40964,2482.229,,,,,
40964.1,0,40964.1,2482.235,,,,,
40964.2,0,40964.2,2482.241,,,,,
40964.3,0,40964.3,2482.247,,,,,
40964.4,0,40964.4,2482.253,,,,,
40964.5,0,40964.5,2482.259,,,,,
40964.6,0,40964.6,2482.265,,,,,
40964.7,0,40964.7,2482.271,,,,,
40964.8,0,40964.8,2482.277,,,,,
40964.9,0,40964.9,2482.283,,,,,
40965,0,40965,2482.289,,,,,
40965.1,0,40965.1,2482.296,,,,,
40965.2,0,40965.2,2482.302,,,,,
40965.3,0,40965.3,2482.308,,,,,
40965.4,0,40965.4,2482.314,,,,,
40965.5,0,40965.5,2482.32,,,,,
40965.6,0,40965.6,2482.326,,,,,
40965.7,0,40965.7,2482.332,,,,,
40965.8,0,40965.8,2482.338,,,,,
40965.9,0,40965.9,2482.344,,,,,
40966,0,40966,2482.35,,,,,
40966.1,0,40966.1,2482.356,,,,,
40966.2,0,40966.2,2482.362,,,,,
40966.3,0,40966.3,2482.368,,,,,
40966.4,0,40966.4,2482.374,,,,,
40966.5,0,40966.5,2482.38,,,,,
40966.6,0,40966.6,2482.386,,,,,
40966.7,0,40966.7,2482.392,,,,,
40966.8,0,40966.8,2482.399,,,,,
40966.9,0,40966.9,2482.405,,,,,
40967,0,40967,2482.411,,,,,
40967.1,0,40967.1,2482.417,,,,,
40967.2,0,40967.2,2482.423,,,,,
40967.3,0,40967.3,2482.429,,,,,
40967.4,0.001713244,40967.4,2482.435,,,,,
40967.5,0.0001000006,40967.5,2482.441,,,,,
40967.6,0,40967.6,2482.447,,,,,
40967.7,0,40967.7,2482.453,,,,,
40967.8,0,40967.8,2482.459,,,,,
40967.9,0.001141236,40967.9,2482.465,,,,,
40968,0.0001,40968,2482.471,,,,,
40968.1,0,40968.1,2482.477,,,,,
40968.2,0,40968.2,2482.483,,,,,
40968.3,0,40968.3,2482.489,,,,,
40968.4,0,40968.4,2482.496,,,,,
40968.5,0,40968.5,2482.502,,,,,
40968.6,0,40968.6,2482.508,,,,,
40968.7,0,40968.7,2482.514,,,,,
40968.8,0,40968.8,2482.52,,,,,
40968.9,0,40968.9,2482.526,,,,,
40969,0,40969,2482.532,,,,,
40969.1,0,40969.1,2482.538,,,,,
40969.2,0,40969.2,2482.544,,,,,
40969.3,0,40969.3,2482.55,,,,,
40969.4,0,40969.4,2482.556,,,,,
40969.5,0,40969.5,2482.562,,,,,
40969.6,0,40969.6,2482.568,,,,,
40969.7,0.001028395,40969.7,2482.574,,,,,
40969.8,6.666667E-05,40969.8,2482.58,,,,,
40969.9,0,40969.9,2482.586,,,,,
40970,0.0006808088,40970,2482.592,,,,,
40970.1,0,40970.1,2482.599,,,,,
40970.2,0,40970.2,2482.605,,,,,
40970.3,3.997695E-05,40970.3,2482.611,,,,,
40970.4,0,40970.4,2482.617,,,,,
40970.5,0,40970.5,2482.623,,,,,
40970.6,0,40970.6,2482.629,,,,,
40970.7,0,40970.7,2482.635,,,,,
40970.8,0,40970.8,2482.641,,,,,
40970.9,0,40970.9,2482.647,,,,,
40971,0,40971,2482.653,,,,,
40971.1,0,40971.1,2482.659,,,,,
40971.2,0,40971.2,2482.665,,,,,
40971.3,0,40971.3,2482.671,,,,,
40971.4,0,40971.4,2482.677,,,,,
